sample_id,repository_url,category,description,notes
277,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Category 1: From Scratch,RVC,Voice conversion
278,https://github.com/jik876/hifi-gan,Category 1: From Scratch,HiFi-GAN,Speech synthesis
279,https://github.com/jaywalnut310/vits,Category 1: From Scratch,VITS,End-to-end TTS
280,https://github.com/Plachtaa/VITS-fast-fine-tuning,Category 1: From Scratch,VITS fine-tuning,Fast TTS training
281,https://github.com/cmu-db/ottertune,Category 2: Domain Specific,OtterTune,Database tuning ML
282,https://github.com/OpenBB-finance/OpenBBTerminal,Category 2: Domain Specific,OpenBB Terminal,Investment research
283,https://github.com/ranaroussi/yfinance,Category 2: Domain Specific,yfinance,Yahoo Finance API
284,https://github.com/pmorissette/bt,Category 2: Domain Specific,bt backtest,Backtesting
285,https://github.com/pmorissette/ffn,Category 2: Domain Specific,ffn,Financial functions
286,https://github.com/erdewit/ib_insync,Category 2: Domain Specific,IB Insync,Interactive Brokers
287,https://github.com/kernc/backtesting.py,Category 2: Domain Specific,Backtesting.py,Simple backtesting
288,https://github.com/google/timesketch,Category 2: Domain Specific,Timesketch,Forensic timeline
289,https://github.com/zulip/zulip,Category 2: Domain Specific,Zulip,Team chat
290,https://github.com/healthchecks/healthchecks,Category 2: Domain Specific,Healthchecks,Cron monitoring
291,https://github.com/netbox-community/netbox,Category 2: Domain Specific,NetBox,Network documentation
292,https://github.com/ArchiveBox/ArchiveBox,Category 2: Domain Specific,ArchiveBox,Web archiving
293,https://github.com/wagtail/wagtail,Category 2: Domain Specific,Wagtail CMS,Django CMS
294,https://github.com/joke2k/faker,Category 5: Small Frameworks,Fake data generator,Test data generation
295,https://github.com/samuelcolvin/watchfiles,Category 5: Small Frameworks,File watching,Rust-backed file watcher
296,https://github.com/snok/httpx-auth,Category 5: Small Frameworks,HTTPX authentication,Auth for httpx
297,https://github.com/python-jsonschema/jsonschema,Category 5: Small Frameworks,JSON Schema validator,Schema validation
298,https://github.com/Julian/jsonschema,Category 5: Small Frameworks,JSON Schema implementation,Full JSON Schema support
299,https://github.com/ijl/orjson,Category 5: Small Frameworks,Fast JSON library,Rust-based JSON
300,https://github.com/ultrajson/ultrajson,Category 5: Small Frameworks,Ultra fast JSON,C-based JSON
301,https://github.com/msgspec/msgspec,Category 5: Small Frameworks,Fast serialization,MessagePack/JSON
302,https://github.com/samuelcolvin/dirty-equals,Category 5: Small Frameworks,Dirty equals,Testing utility
303,https://github.com/pydantic/pydantic-settings,Category 5: Small Frameworks,Pydantic settings,Settings management
304,https://github.com/unionai-oss/pandera,Category 5: Small Frameworks,DataFrame validation,Data validation
305,https://github.com/tiangolo/typer,Category 5: Small Frameworks,CLI framework,Modern CLI building
306,https://github.com/tiangolo/sqlmodel,Category 5: Small Frameworks,SQL databases in Python,SQLAlchemy + Pydantic
307,https://github.com/samuelcolvin/arq,Category 5: Small Frameworks,Async job queue,Redis job queue
308,https://github.com/encode/databases,Category 5: Small Frameworks,Async database support,Async DB interface
309,https://github.com/piccolo-orm/piccolo,Category 5: Small Frameworks,Async ORM,Modern async ORM
310,https://github.com/tortoise/tortoise-orm,Category 5: Small Frameworks,Async ORM,Django-like async ORM
311,https://github.com/sqlalchemy/sqlalchemy,Category 5: Small Frameworks,SQL toolkit and ORM,Database toolkit
312,https://github.com/MagicStack/asyncpg,Category 5: Small Frameworks,Async PostgreSQL,Fast PostgreSQL driver
313,https://github.com/encode/orm,Category 5: Small Frameworks,Async ORM,Simple async ORM
314,https://github.com/ponyorm/pony,Category 5: Small Frameworks,Pony ORM,Pythonic ORM
315,https://github.com/coleifer/peewee,Category 5: Small Frameworks,Simple ORM,Lightweight ORM
316,https://github.com/mongodb/motor,Category 5: Small Frameworks,Async MongoDB driver,MongoDB async
317,https://github.com/redis/redis-py,Category 5: Small Frameworks,Redis client,Python Redis client
318,https://github.com/aio-libs/aioredis-py,Category 5: Small Frameworks,Async Redis,Async Redis client
319,https://github.com/miguelgrinberg/python-socketio,Category 5: Small Frameworks,Socket.IO,Real-time communication
320,https://github.com/miguelgrinberg/Flask-SocketIO,Category 5: Small Frameworks,Flask-SocketIO,Flask WebSocket
321,https://github.com/aaugustin/websockets,Category 5: Small Frameworks,WebSocket library,Async WebSockets
322,https://github.com/python-websockets/websockets,Category 5: Small Frameworks,WebSocket implementation,WebSocket protocol
323,https://github.com/graphql-python/graphene,Category 5: Small Frameworks,GraphQL framework,GraphQL in Python
324,https://github.com/strawberry-graphql/strawberry,Category 5: Small Frameworks,GraphQL library,Type-first GraphQL
325,https://github.com/mirumee/ariadne,Category 5: Small Frameworks,Schema-first GraphQL,GraphQL framework
326,https://github.com/graphql-python/graphql-core,Category 5: Small Frameworks,GraphQL core,GraphQL implementation
327,https://github.com/python-restx/flask-restx,Category 5: Small Frameworks,Flask REST extensions,REST API building
328,https://github.com/flask-restful/flask-restful,Category 5: Small Frameworks,Flask RESTful,REST API framework
329,https://github.com/dpgaspar/Flask-AppBuilder,Category 5: Small Frameworks,Flask app builder,Rapid app development
330,https://github.com/pyeve/eve,Category 5: Small Frameworks,REST API framework,MongoDB REST
331,https://github.com/sloria/flask-marshmallow,Category 5: Small Frameworks,Flask + Marshmallow,Serialization integration
332,https://github.com/python-babel/babel,Category 5: Small Frameworks,Internationalization,i18n utilities
333,https://github.com/mitsuhiko/flask-babel,Category 5: Small Frameworks,Flask i18n,Flask internationalization
334,https://github.com/django-extensions/django-extensions,Category 5: Small Frameworks,Django extensions,Django utilities
335,https://github.com/jazzband/django-debug-toolbar,Category 5: Small Frameworks,Django debug toolbar,Debugging tool
336,https://github.com/jazzband/django-redis,Category 5: Small Frameworks,Django Redis,Redis cache backend
337,https://github.com/django-oscar/django-oscar,Category 2: Domain Specific,Django e-commerce,E-commerce framework
338,https://github.com/saleor/saleor,Category 2: Domain Specific,E-commerce platform,GraphQL e-commerce
339,https://github.com/pretix/pretix,Category 2: Domain Specific,Ticket sales,Event ticketing
340,https://github.com/django-cms/django-cms,Category 2: Domain Specific,Django CMS,Content management
341,https://github.com/mezzanine/mezzanine,Category 2: Domain Specific,Django CMS,Content management
342,https://github.com/stephenmcd/mezzanine,Category 2: Domain Specific,Mezzanine CMS,Blog/CMS platform
343,https://github.com/edx/edx-platform,Category 2: Domain Specific,edX platform,Online learning
344,https://github.com/overhangio/tutor,Category 2: Domain Specific,Open edX Docker,edX deployment
345,https://github.com/frappe/frappe,Category 2: Domain Specific,Frappe framework,Web framework
346,https://github.com/frappe/erpnext,Category 2: Domain Specific,ERPNext,ERP system
347,https://github.com/odoo/odoo,Category 2: Domain Specific,Odoo ERP,Business apps
348,https://github.com/tryton/tryton,Category 2: Domain Specific,Tryton,Business platform
349,https://github.com/indico/indico,Category 2: Domain Specific,Indico,Event management
350,https://github.com/Miserlou/Zappa,Category 2: Domain Specific,Serverless Python,AWS Lambda deploy
351,https://github.com/aws/chalice,Category 2: Domain Specific,AWS Chalice,Serverless framework
352,https://github.com/serverless/serverless,Category 2: Domain Specific,Serverless Framework,Multi-cloud serverless
353,https://github.com/pulumi/pulumi,Category 2: Domain Specific,Pulumi IaC,Infrastructure as code
354,https://github.com/hashicorp/terraform,Category 2: Domain Specific,Terraform,Infrastructure provisioning
355,https://github.com/ansible/ansible,Category 2: Domain Specific,Ansible automation,IT automation
356,https://github.com/saltstack/salt,Category 2: Domain Specific,SaltStack,Configuration management
357,https://github.com/ray-project/ray,Category 4: Scientific Computing,Ray distributed computing,Distributed Python
358,https://github.com/vaexio/vaex,Category 4: Scientific Computing,Out-of-core DataFrames,Big data analysis
359,https://github.com/rapidsai/cudf,Category 4: Scientific Computing,GPU DataFrames,CUDA DataFrames
360,https://github.com/h2oai/h2o-3,Category 4: Scientific Computing,H2O ML platform,AutoML platform
361,https://github.com/autogluon/autogluon,Category 4: Scientific Computing,AutoGluon,AutoML toolkit
362,https://github.com/microsoft/FLAML,Category 4: Scientific Computing,FLAML AutoML,Fast AutoML
363,https://github.com/automl/auto-sklearn,Category 4: Scientific Computing,Auto-sklearn,Automated ML
364,https://github.com/alteryx/featuretools,Category 4: Scientific Computing,Featuretools,Feature engineering
365,https://github.com/feature-engine/feature_engine,Category 4: Scientific Computing,Feature Engine,Feature engineering
366,https://github.com/scikit-learn-contrib/category_encoders,Category 4: Scientific Computing,Category Encoders,Categorical encoding
367,https://github.com/scikit-learn-contrib/imbalanced-learn,Category 4: Scientific Computing,Imbalanced Learn,Imbalanced data
368,https://github.com/scikit-optimize/scikit-optimize,Category 4: Scientific Computing,Scikit-Optimize,Sequential optimization
369,https://github.com/fmfn/BayesianOptimization,Category 4: Scientific Computing,Bayesian Optimization,Bayesian optimization
370,https://github.com/SheffieldML/GPy,Category 4: Scientific Computing,GPy,Gaussian processes
371,https://github.com/dfm/emcee,Category 4: Scientific Computing,emcee,MCMC sampler
372,https://github.com/hmmlearn/hmmlearn,Category 4: Scientific Computing,hmmlearn,Hidden Markov Models
373,https://github.com/pgmpy/pgmpy,Category 4: Scientific Computing,pgmpy,Probabilistic graphical models
374,https://github.com/jmschrei/pomegranate,Category 4: Scientific Computing,pomegranate,Probabilistic models
375,https://github.com/stan-dev/pystan,Category 4: Scientific Computing,PyStan,Stan interface
376,https://github.com/tensorflow/probability,Category 4: Scientific Computing,TensorFlow Probability,Probabilistic reasoning
377,https://github.com/zarr-developers/zarr-python,Category 4: Scientific Computing,Zarr,Chunked arrays
378,https://github.com/h5py/h5py,Category 4: Scientific Computing,h5py,HDF5 interface
379,https://github.com/sunpy/sunpy,Category 4: Scientific Computing,SunPy,Solar data analysis
380,https://github.com/plasmapy/plasmapy,Category 4: Scientific Computing,PlasmaPy,Plasma physics
381,https://github.com/mdtraj/mdtraj,Category 4: Scientific Computing,MDTraj,Molecular dynamics
382,https://github.com/rdkit/rdkit,Category 4: Scientific Computing,RDKit,Cheminformatics
383,https://github.com/deepchem/deepchem,Category 4: Scientific Computing,DeepChem,Drug discovery
384,https://github.com/openforcefield/openff-toolkit,Category 4: Scientific Computing,OpenFF Toolkit,Molecular simulations
385,https://github.com/materialsproject/pymatgen,Category 4: Scientific Computing,Pymatgen,Materials science
386,https://github.com/aiqm/torchani,Category 4: Scientific Computing,TorchANI,Neural network potentials
387,https://github.com/e3nn/e3nn,Category 4: Scientific Computing,e3nn,Euclidean neural networks
388,https://github.com/qiskit/qiskit,Category 4: Scientific Computing,Qiskit,Quantum computing
389,https://github.com/quantumlib/Cirq,Category 4: Scientific Computing,Cirq,Quantum circuits
390,https://github.com/PennyLaneAI/pennylane,Category 4: Scientific Computing,PennyLane,Quantum ML
391,https://github.com/strawberryfields/strawberryfields,Category 4: Scientific Computing,Strawberry Fields,Photonic quantum
392,https://github.com/pyquil/pyquil,Category 4: Scientific Computing,pyQuil,Quantum programming
393,https://github.com/QuTech-Delft/quantumsim,Category 4: Scientific Computing,QuantumSim,Quantum simulation
394,https://github.com/uber/causalml,Category 4: Scientific Computing,CausalML,Causal inference
395,https://github.com/microsoft/dowhy,Category 4: Scientific Computing,DoWhy,Causal inference
396,https://github.com/py-why/EconML,Category 4: Scientific Computing,EconML,Heterogeneous treatment
397,https://github.com/CamDavidsonPilon/lifelines,Category 4: Scientific Computing,Lifelines,Survival analysis
398,https://github.com/scikit-survival/scikit-survival,Category 4: Scientific Computing,Scikit-Survival,Survival analysis
399,https://github.com/facebookresearch/prophet,Category 4: Scientific Computing,Prophet,Time series forecasting
400,https://github.com/alkaline-ml/pmdarima,Category 4: Scientific Computing,pmdarima,ARIMA modeling
401,https://github.com/blue-yonder/tsfresh,Category 4: Scientific Computing,tsfresh,Time series features
402,https://github.com/tslearn-team/tslearn,Category 4: Scientific Computing,tslearn,Time series ML
403,https://github.com/sktime/sktime,Category 4: Scientific Computing,sktime,Time series toolkit
404,https://github.com/alan-turing-institute/sktime,Category 4: Scientific Computing,sktime unified,Time series ML
405,https://github.com/unit8co/darts,Category 4: Scientific Computing,Darts,Time series library
406,https://github.com/awslabs/gluonts,Category 4: Scientific Computing,GluonTS,Probabilistic TS
407,https://github.com/nixtla/neuralforecast,Category 4: Scientific Computing,NeuralForecast,Neural forecasting
408,https://github.com/nixtla/statsforecast,Category 4: Scientific Computing,StatsForecast,Statistical forecasting
409,https://github.com/ourownstory/neural_prophet,Category 4: Scientific Computing,NeuralProphet,Neural Prophet
410,https://github.com/uber/orbit,Category 4: Scientific Computing,Orbit,Bayesian forecasting
411,https://github.com/salesforce/Merlion,Category 4: Scientific Computing,Merlion,Time series library
412,https://github.com/linkedin/greykite,Category 4: Scientific Computing,Greykite,Forecasting library
413,https://github.com/Nixtla/nixtla,Category 4: Scientific Computing,Nixtla,Time series API
414,https://github.com/python-visualization/folium,Category 6: Visualization and Games,Folium maps,Leaflet.js maps
415,https://github.com/geopandas/geopandas,Category 6: Visualization and Games,GeoPandas,Geospatial data
416,https://github.com/Toblerity/Shapely,Category 6: Visualization and Games,Shapely,Geometric objects
417,https://github.com/Toblerity/Fiona,Category 6: Visualization and Games,Fiona,Geospatial data I/O
418,https://github.com/pyproj4/pyproj,Category 6: Visualization and Games,pyproj,Cartographic projections
419,https://github.com/rasterio/rasterio,Category 6: Visualization and Games,Rasterio,Raster data
420,https://github.com/ResidentMario/geoplot,Category 6: Visualization and Games,Geoplot,Geospatial plotting
421,https://github.com/holoviz/datashader,Category 6: Visualization and Games,Datashader,Big data visualization
422,https://github.com/holoviz/hvplot,Category 6: Visualization and Games,hvPlot,High-level plotting
423,https://github.com/holoviz/panel,Category 6: Visualization and Games,Panel,App building
424,https://github.com/ydataai/ydata-profiling,Category 6: Visualization and Games,ydata-profiling,Data profiling
425,https://github.com/lux-org/lux,Category 6: Visualization and Games,Lux,Automated visualization
426,https://github.com/man-group/dtale,Category 6: Visualization and Games,D-Tale,DataFrame visualization
427,https://github.com/fbdesignpro/sweetviz,Category 6: Visualization and Games,Sweetviz,EDA visualization
428,https://github.com/PAIR-code/facets,Category 6: Visualization and Games,Facets,Data visualization
429,https://github.com/tensorflow/tensorboard,Category 6: Visualization and Games,TensorBoard,ML visualization
430,https://github.com/lanpa/tensorboardX,Category 6: Visualization and Games,TensorBoardX,TensorBoard for PyTorch
431,https://github.com/fossasia/visdom,Category 6: Visualization and Games,Visdom,Flexible visualization
432,https://github.com/Netflix/metaflow,Category 9: Data Processing,Metaflow,ML infrastructure
433,https://github.com/zenml-io/zenml,Category 9: Data Processing,ZenML,MLOps framework
434,https://github.com/kubeflow/kubeflow,Category 9: Data Processing,Kubeflow,ML on Kubernetes
435,https://github.com/feast-dev/feast,Category 9: Data Processing,Feast,Feature store
436,https://github.com/combust/mleap,Category 9: Data Processing,MLeap,ML serialization
437,https://github.com/bentoml/BentoML,Category 9: Data Processing,BentoML,ML serving
438,https://github.com/SeldonIO/seldon-core,Category 9: Data Processing,Seldon Core,ML deployment
439,https://github.com/cortexlabs/cortex,Category 9: Data Processing,Cortex,ML deployment
440,https://github.com/bodywork-ml/bodywork-core,Category 9: Data Processing,Bodywork,ML pipelines
441,https://github.com/ploomber/ploomber,Category 9: Data Processing,Ploomber,Data pipelines
442,https://github.com/mage-ai/mage-ai,Category 9: Data Processing,Mage,Data pipeline tool
443,https://github.com/kedro-org/kedro,Category 9: Data Processing,Kedro,ML pipelines
444,https://github.com/PrefectHQ/marvin,Category 9: Data Processing,Marvin,AI engineering
445,https://github.com/kubeflow/pipelines,Category 9: Data Processing,Kubeflow Pipelines,ML workflows
446,https://github.com/flyteorg/flyte,Category 9: Data Processing,Flyte,Workflow orchestration
447,https://github.com/stitchfix/hamilton,Category 9: Data Processing,Hamilton,DAG framework
448,https://github.com/erikbern/ann-benchmarks,Category 3: Algorithms,ANN Benchmarks,Algorithm benchmarks
449,https://github.com/nmslib/nmslib,Category 3: Algorithms,NMSLIB,Similarity search
450,https://github.com/nmslib/hnswlib,Category 3: Algorithms,hnswlib,Approximate NN
451,https://github.com/lmcinnes/umap,Category 3: Algorithms,UMAP,Dimensionality reduction
452,https://github.com/lmcinnes/pynndescent,Category 3: Algorithms,PyNNDescent,Nearest neighbors
453,https://github.com/lmcinnes/hdbscan,Category 3: Algorithms,HDBSCAN,Clustering
454,https://github.com/scikit-learn-contrib/hdbscan,Category 3: Algorithms,HDBSCAN contrib,Hierarchical clustering
455,https://github.com/dmlc/xgboost,Category 4: Scientific Computing,XGBoost,Gradient boosting
456,https://github.com/microsoft/LightGBM,Category 4: Scientific Computing,LightGBM,Gradient boosting
457,https://github.com/catboost/catboost,Category 4: Scientific Computing,CatBoost,Gradient boosting
458,https://github.com/linkedin/luminol,Category 4: Scientific Computing,Luminol,Anomaly detection
459,https://github.com/yzhao062/pyod,Category 4: Scientific Computing,PyOD,Outlier detection
460,https://github.com/salesforce/PyTorch-LBFGS,Category 4: Scientific Computing,PyTorch-LBFGS,L-BFGS optimizer
461,https://github.com/pytorch/captum,Category 4: Scientific Computing,Captum,Model interpretability
462,https://github.com/interpretml/interpret,Category 4: Scientific Computing,InterpretML,ML interpretability
463,https://github.com/slundberg/shap,Category 4: Scientific Computing,SHAP,Explainability
464,https://github.com/marcotcr/lime,Category 4: Scientific Computing,LIME,Local explanations
465,https://github.com/SeldonIO/alibi,Category 4: Scientific Computing,Alibi,ML explanations
466,https://github.com/EthicalML/xai,Category 4: Scientific Computing,XAI,Explainable AI
467,https://github.com/fairlearn/fairlearn,Category 4: Scientific Computing,Fairlearn,ML fairness
468,https://github.com/Trusted-AI/AIF360,Category 4: Scientific Computing,AI Fairness 360,Fairness toolkit
469,https://github.com/PAIR-code/what-if-tool,Category 4: Scientific Computing,What-If Tool,ML inspection
470,https://github.com/tensorflow/model-analysis,Category 4: Scientific Computing,TF Model Analysis,Model evaluation
471,https://github.com/cleanlab/cleanlab,Category 4: Scientific Computing,Cleanlab,Data-centric AI
472,https://github.com/snorkel-team/snorkel,Category 4: Scientific Computing,Snorkel,Weak supervision
473,https://github.com/diffgram/diffgram,Category 4: Scientific Computing,Diffgram,Training data
474,https://github.com/heartexlabs/label-studio,Category 4: Scientific Computing,Label Studio,Data labeling
475,https://github.com/doccano/doccano,Category 4: Scientific Computing,doccano,Text annotation
476,https://github.com/explosion/prodigy-recipes,Category 4: Scientific Computing,Prodigy Recipes,Annotation recipes
477,https://github.com/argilla-io/argilla,Category 4: Scientific Computing,Argilla,Data labeling
478,https://github.com/uber/ludwig,Category 4: Scientific Computing,Ludwig,Low-code ML
479,https://github.com/ludwig-ai/ludwig,Category 4: Scientific Computing,Ludwig AI,Declarative ML
480,https://github.com/aimhubio/aim,Category 4: Scientific Computing,Aim,ML experiment tracking
481,https://github.com/neptune-ai/neptune-client,Category 4: Scientific Computing,Neptune,Experiment tracking
482,https://github.com/allegroai/clearml,Category 4: Scientific Computing,ClearML,MLOps platform
483,https://github.com/polyaxon/polyaxon,Category 4: Scientific Computing,Polyaxon,ML platform
484,https://github.com/determined-ai/determined,Category 4: Scientific Computing,Determined,Deep learning platform
485,https://github.com/replicate/cog,Category 4: Scientific Computing,Cog,ML containers
486,https://github.com/huggingface/diffusers,Category 1: From Scratch,Diffusers,Diffusion models
487,https://github.com/CompVis/stable-diffusion,Category 1: From Scratch,Stable Diffusion,Text-to-image
488,https://github.com/Stability-AI/stablediffusion,Category 1: From Scratch,SD official,Official SD repo
489,https://github.com/Stability-AI/generative-models,Category 1: From Scratch,Generative Models,SDXL and more
490,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Category 1: From Scratch,SD Web UI,Web interface
491,https://github.com/invoke-ai/InvokeAI,Category 1: From Scratch,InvokeAI,Creative engine
492,https://github.com/comfyanonymous/ComfyUI,Category 1: From Scratch,ComfyUI,Node-based UI
493,https://github.com/bmaltais/kohya_ss,Category 1: From Scratch,Kohya SS,Training scripts
494,https://github.com/d8ahazard/sd_dreambooth_extension,Category 1: From Scratch,DreamBooth,DreamBooth training
495,https://github.com/XavierXiao/Dreambooth-Stable-Diffusion,Category 1: From Scratch,DreamBooth SD,Fine-tuning
496,https://github.com/cloneofsimo/lora,Category 1: From Scratch,LoRA,Low-rank adaptation
497,https://github.com/kohya-ss/sd-scripts,Category 1: From Scratch,SD Scripts,Training scripts
498,https://github.com/Mikubill/sd-webui-controlnet,Category 1: From Scratch,ControlNet WebUI,ControlNet extension
499,https://github.com/lllyasviel/ControlNet-v1-1-nightly,Category 1: From Scratch,ControlNet v1.1,Improved ControlNet
500,https://github.com/salesforce/BLIP,Category 1: From Scratch,BLIP,Vision-language
501,https://github.com/salesforce/BLIP2,Category 1: From Scratch,BLIP-2,Improved BLIP
502,https://github.com/salesforce/LAVIS,Category 1: From Scratch,LAVIS,Vision-language
503,https://github.com/OFA-Sys/OFA,Category 1: From Scratch,OFA,Unified model
504,https://github.com/microsoft/unilm,Category 1: From Scratch,UniLM,Pre-training
505,https://github.com/facebookresearch/ImageBind,Category 1: From Scratch,ImageBind,Multimodal
506,https://github.com/facebookresearch/segment-anything,Category 1: From Scratch,SAM,Image segmentation
507,https://github.com/IDEA-Research/GroundingDINO,Category 1: From Scratch,GroundingDINO,Open-set detection
508,https://github.com/IDEA-Research/detrex,Category 1: From Scratch,detrex,Detection transformers
509,https://github.com/open-mmlab/mmdetection,Category 1: From Scratch,MMDetection,Detection toolbox
510,https://github.com/open-mmlab/mmcv,Category 1: From Scratch,MMCV,CV foundation
511,https://github.com/open-mmlab/mmsegmentation,Category 1: From Scratch,MMSegmentation,Segmentation toolbox
512,https://github.com/open-mmlab/mmpose,Category 1: From Scratch,MMPose,Pose estimation
513,https://github.com/open-mmlab/mmocr,Category 1: From Scratch,MMOCR,OCR toolbox
514,https://github.com/open-mmlab/mmaction2,Category 1: From Scratch,MMAction2,Action recognition
515,https://github.com/open-mmlab/mmtracking,Category 1: From Scratch,MMTracking,Video tracking
516,https://github.com/open-mmlab/mmgeneration,Category 1: From Scratch,MMGeneration,Generative models
517,https://github.com/open-mmlab/mmediting,Category 1: From Scratch,MMEditing,Image/video editing
518,https://github.com/open-mmlab/mmclassification,Category 1: From Scratch,MMClassification,Image classification
519,https://github.com/open-mmlab/mmselfsup,Category 1: From Scratch,MMSelfSup,Self-supervised
520,https://github.com/open-mmlab/mmpretrain,Category 1: From Scratch,MMPreTrain,Pre-training toolbox
521,https://github.com/open-mmlab/mmrazor,Category 1: From Scratch,MMRazor,Model compression
522,https://github.com/open-mmlab/mmdeploy,Category 1: From Scratch,MMDeploy,Model deployment
523,https://github.com/PaddlePaddle/PaddleOCR,Category 1: From Scratch,PaddleOCR,OCR toolkit
524,https://github.com/PaddlePaddle/PaddleNLP,Category 1: From Scratch,PaddleNLP,NLP toolkit
525,https://github.com/PaddlePaddle/PaddleSeg,Category 1: From Scratch,PaddleSeg,Segmentation
526,https://github.com/PaddlePaddle/PaddleDetection,Category 1: From Scratch,PaddleDetection,Object detection
527,https://github.com/PaddlePaddle/PaddleSpeech,Category 1: From Scratch,PaddleSpeech,Speech toolkit
528,https://github.com/PaddlePaddle/PaddleGAN,Category 1: From Scratch,PaddleGAN,GAN toolkit
529,https://github.com/modelscope/modelscope,Category 1: From Scratch,ModelScope,Model hub
530,https://github.com/modelscope/FunASR,Category 1: From Scratch,FunASR,Speech recognition
531,https://github.com/modelscope/swift,Category 1: From Scratch,SWIFT,LLM fine-tuning
532,https://github.com/SenseTime/MUMGPT,Category 1: From Scratch,MUMGPT,Multimodal GPT
533,https://github.com/THUDM/ChatGLM-6B,Category 1: From Scratch,ChatGLM-6B,Chinese LLM
534,https://github.com/THUDM/GLM-130B,Category 1: From Scratch,GLM-130B,Large LLM
535,https://github.com/THUDM/CodeGeeX,Category 1: From Scratch,CodeGeeX,Code generation
536,https://github.com/THUDM/VisualGLM-6B,Category 1: From Scratch,VisualGLM,Vision-language
537,https://github.com/baichuan-inc/Baichuan-7B,Category 1: From Scratch,Baichuan-7B,Chinese LLM
538,https://github.com/BAAI-WuDao/BAAI-WuDao-GPT,Category 1: From Scratch,WuDao GPT,Chinese GPT
539,https://github.com/InternLM/InternLM,Category 1: From Scratch,InternLM,Multilingual LLM
540,https://github.com/QwenLM/Qwen,Category 1: From Scratch,Qwen,Alibaba LLM
541,https://github.com/FlagAI-Open/FlagAI,Category 1: From Scratch,FlagAI,Large-scale AI
542,https://github.com/OpenLMLab/MOSS,Category 1: From Scratch,MOSS,Chinese LLM
543,https://github.com/OptimalScale/LMFlow,Category 1: From Scratch,LMFlow,LLM fine-tuning
544,https://github.com/hpcaitech/ColossalAI,Category 1: From Scratch,ColossalAI,Large-scale training
545,https://github.com/microsoft/DeepSpeed,Category 1: From Scratch,DeepSpeed,Deep learning optimization
546,https://github.com/facebookresearch/fairscale,Category 1: From Scratch,FairScale,PyTorch extensions
547,https://github.com/mosaicml/composer,Category 1: From Scratch,Composer,Training library
548,https://github.com/mosaicml/llm-foundry,Category 1: From Scratch,LLM Foundry,LLM training
549,https://github.com/Lightning-AI/lightning,Category 1: From Scratch,PyTorch Lightning,Training framework
550,https://github.com/Lightning-AI/pytorch-lightning,Category 1: From Scratch,PyTorch Lightning,Deep learning
551,https://github.com/huggingface/accelerate,Category 1: From Scratch,Accelerate,PyTorch training
552,https://github.com/huggingface/optimum,Category 1: From Scratch,Optimum,Optimization toolkit
553,https://github.com/huggingface/safetensors,Category 1: From Scratch,Safetensors,Safe serialization
554,https://github.com/huggingface/tokenizers,Category 1: From Scratch,Tokenizers,Fast tokenization
555,https://github.com/huggingface/datasets,Category 1: From Scratch,Datasets,Dataset library
556,https://github.com/huggingface/evaluate,Category 1: From Scratch,Evaluate,Evaluation metrics
557,https://github.com/jax-ml/jax,Category 1: From Scratch,JAX,Composable transformations
558,https://github.com/google/flax,Category 1: From Scratch,Flax,Neural networks in JAX
559,https://github.com/deepmind/optax,Category 1: From Scratch,Optax,Gradient processing
560,https://github.com/deepmind/haiku,Category 1: From Scratch,Haiku,JAX neural networks
561,https://github.com/deepmind/chex,Category 1: From Scratch,Chex,JAX testing utilities
562,https://github.com/deepmind/rlax,Category 1: From Scratch,RLax,RL in JAX
563,https://github.com/deepmind/dm-haiku,Category 1: From Scratch,DM-Haiku,Neural networks
564,https://github.com/google/jax-md,Category 1: From Scratch,JAX-MD,Molecular dynamics
565,https://github.com/n2cholas/jax-cfd,Category 1: From Scratch,JAX-CFD,Computational fluid dynamics
566,https://github.com/deepmind/acme,Category 4: Scientific Computing,Acme,RL research
567,https://github.com/deepmind/rlhf,Category 4: Scientific Computing,RLHF,Human feedback
568,https://github.com/deepmind/sonnet,Category 1: From Scratch,Sonnet,TensorFlow library
569,https://github.com/keras-team/keras,Category 1: From Scratch,Keras,Deep learning API
570,https://github.com/tensorflow/tensorflow,Category 1: From Scratch,TensorFlow,ML platform
571,https://github.com/pytorch/pytorch,Category 1: From Scratch,PyTorch,Deep learning
572,https://github.com/pytorch/vision,Category 1: From Scratch,TorchVision,Computer vision
573,https://github.com/pytorch/audio,Category 1: From Scratch,TorchAudio,Audio processing
574,https://github.com/pytorch/text,Category 1: From Scratch,TorchText,NLP datasets
575,https://github.com/pytorch/serve,Category 1: From Scratch,TorchServe,Model serving
576,https://github.com/pytorch/data,Category 1: From Scratch,TorchData,Data loading
577,https://github.com/pytorch/functorch,Category 1: From Scratch,functorch,JAX-like transforms
578,https://github.com/pytorch/ignite,Category 1: From Scratch,PyTorch Ignite,Training utilities
579,https://github.com/skorch-dev/skorch,Category 1: From Scratch,skorch,scikit-learn + PyTorch
580,https://github.com/catalyst-team/catalyst,Category 1: From Scratch,Catalyst,PyTorch framework
581,https://github.com/kornia/kornia,Category 1: From Scratch,Kornia,Differentiable CV
582,https://github.com/albumentations-team/albumentations,Category 1: From Scratch,Albumentations,Image augmentation
583,https://github.com/rwightman/pytorch-image-models,Category 1: From Scratch,timm,Image models
